Method:,Column 1,,
Host Date-Time:,24/6/21 @ 9:8:2,,
Header Version:,1,,
System Temp (C):,30.45,,
Detector Temp (C):,27.45,,
Humidity (%):,43.06,,
Lamp PD:,3759,,
Shift Vector Coefficients:,-9.227,0.0649514,-0.00011044,,
Pixel to Wavelength Coefficients:,1810.91,-0.916448,-0.000236451,,
Serial Number:,5360041,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.509,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.088137,1.155000,41838.000000,2928.000000
904.997985,1.180565,48103.000000,3174.000000
908.903577,1.189573,54016.000000,3491.000000
912.804913,1.207664,60169.000000,3730.000000
918.000073,1.195950,70564.000000,4494.000000
921.891478,1.217350,79654.000000,4829.000000
925.778627,1.216316,89700.000000,5451.000000
929.661520,1.266077,100239.000000,5432.000000
933.540156,1.300895,109446.000000,5474.000000
937.414537,1.295778,117708.000000,5957.000000
941.284661,1.305395,124606.000000,6168.000000
945.150529,1.295849,131146.000000,6636.000000
949.012141,1.308202,136760.000000,6726.000000
952.869497,1.308081,141885.000000,6980.000000
958.006018,1.310596,147984.000000,7238.000000
961.853443,1.312326,153029.000000,7455.000000
965.696612,1.348188,157730.000000,7075.000000
969.535525,1.328501,162181.000000,7612.000000
973.370181,1.293603,166803.000000,8484.000000
977.200582,1.311491,171686.000000,8380.000000
981.026726,1.315867,175039.000000,8458.000000
984.848614,1.299473,179017.000000,8983.000000
988.666246,1.308640,182897.000000,8986.000000
992.479622,1.301107,185253.000000,9261.000000
996.288742,1.304182,187818.000000,9323.000000
1001.360948,1.320329,190772.000000,9124.000000
1005.160137,1.309203,192876.000000,9464.000000
1008.955070,1.308416,193747.000000,9524.000000
1012.745747,1.319986,195280.000000,9347.000000
1016.532167,1.309982,196346.000000,9617.000000
1020.314331,1.292296,197194.000000,10060.000000
1024.092240,1.303481,198095.000000,9849.000000
1027.865892,1.283528,198497.000000,10333.000000
1031.635288,1.288236,199321.000000,10264.000000
1035.400428,1.302682,200160.000000,9970.000000
1040.413994,1.295092,199967.000000,10136.000000
1044.169203,1.298637,199836.000000,10047.000000
1047.920156,1.290912,200123.000000,10242.000000
1051.666852,1.298767,199995.000000,10052.000000
1055.409293,1.298909,200001.000000,10049.000000
1059.147477,1.294905,200157.000000,10150.000000
1062.881406,1.300012,200769.000000,10062.000000
1066.611078,1.300407,200632.000000,10046.000000
1070.336494,1.301213,201345.000000,10063.000000
1074.057654,1.316051,201966.000000,9755.000000
1079.012580,1.313238,203069.000000,9872.000000
1082.723809,1.340460,204488.000000,9337.000000
1086.430782,1.333785,205553.000000,9531.000000
1090.133498,1.351045,207289.000000,9237.000000
1093.831959,1.313570,209194.000000,10162.000000
1097.526163,1.342969,210937.000000,9576.000000
1101.216112,1.348629,213258.000000,9556.000000
1104.901804,1.348506,215518.000000,9660.000000
1108.583240,1.357897,217607.000000,9545.000000
1112.260420,1.364185,219948.000000,9509.000000
1115.933344,1.378135,221873.000000,9289.000000
1120.823955,1.407453,225409.000000,8821.000000
1124.486948,1.404162,228069.000000,8993.000000
1128.145685,1.406690,230370.000000,9031.000000
1131.800165,1.435723,232879.000000,8539.000000
1135.450390,1.447938,235735.000000,8404.000000
1139.096358,1.462571,238069.000000,8206.000000
1142.738071,1.478676,241252.000000,8013.000000
1146.375527,1.470374,243862.000000,8256.000000
