Method:,Column 1,,
1035.400428,0.265775,200160.000000,108543.000000
1040.413994,0.264849,199967.000000,108670.000000
1044.169203,0.263933,199836.000000,108828.000000
1047.920156,0.266384,200123.000000,108371.000000
1051.666852,0.266527,199995.000000,108266.000000
1055.409293,0.268877,200001.000000,107685.000000
1059.147477,0.268027,200157.000000,107980.000000
1062.881406,0.269667,200769.000000,107902.000000
1066.611078,0.271971,200632.000000,107258.000000
1070.336494,0.271395,201345.000000,107782.000000
1074.057654,0.275092,201966.000000,107198.000000
1079.012580,0.276639,203069.000000,107400.000000
1082.723809,0.280105,204488.000000,107291.000000
1086.430782,0.281730,205553.000000,107447.000000
1090.133498,0.285657,207289.000000,107379.000000
1093.831959,0.287234,209194.000000,107973.000000
1097.526163,0.292046,210937.000000,107673.000000
1101.216112,0.295413,213258.000000,108017.000000
1104.901804,0.300736,215518.000000,107832.000000
1108.583240,0.304390,217607.000000,107965.000000
1112.260420,0.308057,219948.000000,108209.000000
1115.933344,0.312146,221873.000000,108133.000000
1120.823955,0.323843,225409.000000,106937.000000
1124.486948,0.332335,228069.000000,106104.000000
1128.145685,0.345372,230370.000000,104005.000000
1131.800165,0.359344,232879.000000,101809.000000
1135.450390,0.380030,235735.000000,98264.000000
1139.096358,0.395673,238069.000000,95726.000000
1142.738071,0.417354,241252.000000,92282.000000
1146.375527,0.430093,243862.000000,90584.000000
1150.008727,0.444673,245824.000000,88298.000000
1153.637671,0.455683,249063.000000,87222.000000
1158.469642,0.467513,252780.000000,86145.000000
1162.088655,0.473259,256260.000000,86183.000000
1165.703412,0.480589,259055.000000,85665.000000
1169.313912,0.482068,261978.000000,86337.000000
1172.920157,0.489309,264985.000000,85884.000000
1176.522145,0.493408,269426.000000,86503.000000
1180.119878,0.497618,272409.000000,86617.000000
1183.713354,0.496443,276023.000000,88004.000000
1187.302574,0.502648,280835.000000,88268.000000
1190.887538,0.502406,284660.000000,89520.000000
1194.468246,0.504907,289355.000000,90474.000000
1199.235902,0.504291,294470.000000,92204.000000
1202.806679,0.503813,298982.000000,93720.000000
1206.373200,0.502699,303505.000000,95382.000000
1209.935464,0.501377,307931.000000,97068.000000
1213.493473,0.499358,312016.000000,98814.000000
1217.047225,0.499044,316965.000000,100454.000000
1220.596721,0.494935,321210.000000,102767.000000
1224.141962,0.494016,325858.000000,104475.000000
1227.682946,0.493792,330391.000000,105983.000000
1231.219673,0.492863,334507.000000,107533.000000
1235.928690,0.489992,339691.000000,109924.000000
1239.455487,0.489296,343760.000000,111419.000000
1242.978028,0.487295,347020.000000,112995.000000
1246.496312,0.488441,350545.000000,113842.000000
1250.010341,0.487464,353991.000000,115220.000000
1253.520113,0.488927,356683.000000,115706.000000
1257.025629,0.490007,358341.000000,115955.000000
1260.526889,0.490845,360820.000000,116532.000000
1264.023894,0.493167,364183.000000,116991.000000
1267.516641,0.493431,367840.000000,118094.000000
1272.167018,0.496240,373653.000000,119187.000000
1275.649835,0.499254,377992.000000,119737.000000
1279.128396,0.504220,382454.000000,119773.000000
1282.602700,0.508189,386758.000000,120019.000000
1286.072749,0.513771,391232.000000,119857.000000
1289.538541,0.518239,395482.000000,119919.000000
1293.000078,0.524209,399181.000000,119388.000000
1296.457358,0.531397,402851.000000,118508.000000
1299.910382,0.540514,405972.000000,116945.000000
1303.359150,0.548253,409012.000000,115740.000000
1306.803662,0.558743,412072.000000,113823.000000
1311.389723,0.571222,415273.000000,111458.000000
1314.824304,0.584605,418670.000000,108960.000000
1318.254629,0.597167,421073.000000,106461.000000
1321.680698,0.610968,422767.000000,103546.000000
1325.102510,0.626242,424477.000000,100372.000000
1328.520066,0.639798,425846.000000,97601.000000
1331.933367,0.654715,427220.000000,94610.000000
1335.342411,0.670347,428460.000000,91530.000000
1338.747199,0.682171,429602.000000,89309.000000
1342.147731,0.698491,430095.000000,86114.000000
1346.675152,0.714576,430925.000000,83143.000000
1350.065753,0.727661,430662.000000,80626.000000
1353.452098,0.741355,430235.000000,78046.000000
1356.834187,0.754775,429864.000000,75606.000000
1360.212019,0.773064,430326.000000,72566.000000
1363.585596,0.787552,429141.000000,69992.000000
1366.954916,0.810480,428594.000000,66308.000000
1370.319980,0.831494,427739.000000,63050.000000
1373.680788,0.862661,426684.000000,58539.000000
1377.037340,0.896325,424716.000000,53923.000000
1380.389636,0.931946,423009.000000,49477.000000
1384.852743,0.985761,421250.000000,43529.000000
1388.195107,1.024875,419513.000000,39616.000000
1391.533216,1.068131,418386.000000,35764.000000
1394.867069,1.103405,416533.000000,32828.000000
1398.196665,1.136454,415362.000000,30337.000000
1401.522005,1.162684,414359.000000,28490.000000
1404.843090,1.187403,412901.000000,26819.000000
1408.159918,1.203035,412217.000000,25828.000000
1411.472490,1.220595,411361.000000,24753.000000
1414.780805,1.222906,411033.000000,24602.000000
1419.185272,1.241924,409830.000000,23479.000000
1422.483657,1.248800,409401.000000,23086.000000
1425.777786,1.251469,409230.000000,22935.000000
1429.067659,1.250785,409352.000000,22978.000000
1432.353275,1.259645,408571.000000,22471.000000
1435.634635,1.262216,408784.000000,22350.000000
1438.911740,1.268631,408388.000000,22001.000000
1442.184588,1.272708,408718.000000,21813.000000
1445.453180,1.269268,408114.000000,21954.000000
1448.717516,1.270898,407298.000000,21828.000000
1453.063343,1.270457,406083.000000,21785.000000
1456.317748,1.279389,404893.000000,21279.000000
1459.567896,1.268509,403727.000000,21756.000000
1462.813789,1.271901,402460.000000,21519.000000
1466.055425,1.269310,401052.000000,21572.000000
1469.292806,1.271025,399335.000000,21395.000000
1472.525930,1.267295,397326.000000,21471.000000
1475.754798,1.256465,395699.000000,21923.000000
1478.979410,1.262446,393830.000000,21521.000000
1482.199766,1.263657,391553.000000,21337.000000
1485.415866,1.257100,389192.000000,21531.000000
1489.697378,1.252216,386592.000000,21629.000000
1492.903547,1.247975,383773.000000,21682.000000
1496.105460,1.243541,380646.000000,21726.000000
1499.303116,1.240297,377552.000000,21711.000000
1502.496517,1.227227,375404.000000,22247.000000
1505.685661,1.226594,371858.000000,22069.000000
1508.870549,1.227209,368993.000000,21868.000000
1512.051181,1.221127,365725.000000,21980.000000
1515.227557,1.220201,362273.000000,21819.000000
1518.399677,1.210632,358179.000000,22053.000000
1522.622549,1.201866,354157.000000,22250.000000
1525.784738,1.201156,350480.000000,22055.000000
1528.942671,1.192750,346255.000000,22215.000000
1532.096347,1.182289,342381.000000,22502.000000
1535.245768,1.176370,338077.000000,22524.000000
1538.390932,1.170490,334863.000000,22614.000000
1541.531840,1.161010,330125.000000,22786.000000
1544.668493,1.154978,325057.000000,22750.000000
1547.800888,1.142635,320643.000000,23088.000000
1550.929028,1.140112,316424.000000,22917.000000
1555.093261,1.131939,309495.000000,22841.000000
1558.211470,1.126702,305009.000000,22783.000000
1561.325422,1.124450,299676.000000,22501.000000
1564.435119,1.119998,294721.000000,22357.000000
1567.540560,1.111738,289557.000000,22387.000000
1570.641744,1.112968,284567.000000,21939.000000
1573.738672,1.111098,279754.000000,21661.000000
1576.831344,1.098645,274419.000000,21866.000000
1579.919760,1.086748,268872.000000,22019.000000
1583.003920,1.087145,263606.000000,21568.000000
1586.083824,1.078947,257921.000000,21505.000000
1590.183742,1.072119,250804.000000,21243.000000
1593.253714,1.071975,245422.000000,20794.000000
1596.319431,1.058632,239381.000000,20915.000000
1599.380892,1.056744,234206.000000,20552.000000
1602.438096,1.053910,228743.000000,20204.000000
1605.491044,1.048251,223323.000000,19984.000000
1608.539736,1.040764,217518.000000,19803.000000
1611.584172,1.037190,212282.000000,19486.000000
1614.624352,1.034313,206389.000000,19071.000000
1617.660276,1.034759,201087.000000,18562.000000
1621.701554,1.036129,193528.000000,17808.000000
1624.727547,1.034694,188622.000000,17414.000000
1627.749283,1.030524,183537.000000,17108.000000
1630.766764,1.012722,177844.000000,17271.000000
1633.779989,1.015565,171736.000000,16569.000000
1636.788957,1.010157,167154.000000,16329.000000
1639.793669,1.003132,161732.000000,16057.000000
1642.794125,1.006416,155612.000000,15333.000000
1645.790325,1.015134,149386.000000,14427.000000
1648.782269,1.002529,142246.000000,14142.000000
1651.769957,0.988181,133974.000000,13767.000000
1655.746920,0.979797,121380.000000,12716.000000
1658.724676,0.983115,110432.000000,11481.000000
1661.698177,0.960700,99058.000000,10844.000000
1664.667421,0.944794,87253.000000,9908.000000
1667.632410,0.935866,74987.000000,8692.000000
1670.593142,0.946416,63846.000000,7223.000000
1673.549618,0.936578,54103.000000,6261.000000
1676.501838,0.936988,45375.000000,5246.000000
1679.449802,0.957297,38529.000000,4251.000000
1682.393510,0.930207,32827.000000,3855.000000
1686.311833,0.942312,26067.000000,2977.000000
1689.245610,0.953213,22330.000000,2487.000000
1692.175130,0.965959,19574.000000,2117.000000
1695.100395,1.089975,16743.000000,1361.000000
1698.021403,1.018751,14743.000000,1412.000000
1700.938155,0.936281,12694.000000,1470.000000
