Method:,Column 1,,
1093.831959,0.292373,209194.000000,106703.000000
1097.526163,0.297570,210937.000000,106312.000000
1101.216112,0.301613,213258.000000,106486.000000
1104.901804,0.304859,215518.000000,106813.000000
1108.583240,0.309272,217607.000000,106758.000000
1112.260420,0.313290,219948.000000,106913.000000
1115.933344,0.320348,221873.000000,106110.000000
1120.823955,0.329266,225409.000000,105610.000000
1124.486948,0.339690,228069.000000,104322.000000
1128.145685,0.353898,230370.000000,101983.000000
1131.800165,0.369024,232879.000000,99565.000000
1135.450390,0.386333,235735.000000,96848.000000
1139.096358,0.403649,238069.000000,93984.000000
1142.738071,0.424873,241252.000000,90698.000000
1146.375527,0.442153,243862.000000,88103.000000
1150.008727,0.452650,245824.000000,86691.000000
1153.637671,0.467396,249063.000000,84901.000000
1158.469642,0.480012,252780.000000,83701.000000
1162.088655,0.485230,256260.000000,83840.000000
1165.703412,0.491986,259055.000000,83446.000000
1169.313912,0.496604,261978.000000,83495.000000
1172.920157,0.500812,264985.000000,83639.000000
1176.522145,0.510107,269426.000000,83240.000000
1180.119878,0.509152,272409.000000,84347.000000
1183.713354,0.513524,276023.000000,84610.000000
1187.302574,0.513211,280835.000000,86147.000000
1190.887538,0.515347,284660.000000,86892.000000
1194.468246,0.518228,289355.000000,87741.000000
1199.235902,0.515678,294470.000000,89818.000000
1202.806679,0.517966,298982.000000,90715.000000
1206.373200,0.515672,303505.000000,92575.000000
1209.935464,0.513334,307931.000000,94432.000000
1213.493473,0.513560,312016.000000,95635.000000
1217.047225,0.508493,316965.000000,98292.000000
1220.596721,0.507933,321210.000000,99737.000000
1224.141962,0.508724,325858.000000,100996.000000
1227.682946,0.505496,330391.000000,103165.000000
1231.219673,0.504645,334507.000000,104655.000000
1235.928690,0.503205,339691.000000,106630.000000
1239.455487,0.502153,343760.000000,108169.000000
1242.978028,0.498843,347020.000000,110030.000000
1246.496312,0.499577,350545.000000,110960.000000
1250.010341,0.501351,353991.000000,111594.000000
1253.520113,0.501315,356683.000000,112452.000000
1257.025629,0.500235,358341.000000,113256.000000
1260.526889,0.502934,360820.000000,113333.000000
1264.023894,0.504781,364183.000000,113904.000000
1267.516641,0.505876,367840.000000,114758.000000
1272.167018,0.510662,373653.000000,115294.000000
1275.649835,0.511742,377992.000000,116343.000000
1279.128396,0.516656,382454.000000,116392.000000
1282.602700,0.518894,386758.000000,117097.000000
1286.072749,0.527086,391232.000000,116238.000000
1289.538541,0.532295,395482.000000,116100.000000
1293.000078,0.539585,399181.000000,115235.000000
1296.457358,0.545392,402851.000000,114750.000000
1299.910382,0.554868,405972.000000,113143.000000
1303.359150,0.561670,409012.000000,112219.000000
1306.803662,0.573071,412072.000000,110129.000000
1311.389723,0.589852,415273.000000,106778.000000
1314.824304,0.603126,418670.000000,104411.000000
1318.254629,0.615770,421073.000000,101997.000000
1321.680698,0.629957,422767.000000,99116.000000
1325.102510,0.646616,424477.000000,95772.000000
1328.520066,0.662365,425846.000000,92659.000000
1331.933367,0.678567,427220.000000,89554.000000
1335.342411,0.694959,428460.000000,86487.000000
1338.747199,0.711687,429602.000000,83441.000000
1342.147731,0.727305,430095.000000,80586.000000
1346.675152,0.748176,430925.000000,76953.000000
1350.065753,0.759516,430662.000000,74924.000000
1353.452098,0.776138,430235.000000,72039.000000
1356.834187,0.792429,429864.000000,69327.000000
1360.212019,0.811244,430326.000000,66459.000000
1363.585596,0.828604,429141.000000,63679.000000
1366.954916,0.856516,428594.000000,59639.000000
1370.319980,0.889200,427739.000000,55205.000000
1373.680788,0.919541,426684.000000,51353.000000
1377.037340,0.961974,424716.000000,46358.000000
1380.389636,1.007580,423009.000000,41569.000000
1384.852743,1.075807,421250.000000,35378.000000
1388.195107,1.142854,419513.000000,30192.000000
1391.533216,1.198692,418386.000000,26478.000000
1394.867069,1.249729,416533.000000,23438.000000
1398.196665,1.306864,415362.000000,20491.000000
1401.522005,1.354854,414359.000000,18303.000000
1404.843090,1.397599,412901.000000,16529.000000
1408.159918,1.416221,412217.000000,15809.000000
1411.472490,1.448860,411361.000000,14634.000000
1414.780805,1.471550,411033.000000,13878.000000
1419.185272,1.485045,409830.000000,13414.000000
1422.483657,1.499779,409401.000000,12953.000000
1425.777786,1.517846,409230.000000,12420.000000
1429.067659,1.520782,409352.000000,12340.000000
1432.353275,1.529596,408571.000000,12069.000000
1435.634635,1.532421,408784.000000,11997.000000
1438.911740,1.551623,408388.000000,11467.000000
1442.184588,1.547116,408718.000000,11596.000000
1445.453180,1.539710,408114.000000,11778.000000
1448.717516,1.547368,407298.000000,11549.000000
1453.063343,1.533798,406083.000000,11880.000000
1456.317748,1.558083,404893.000000,11201.000000
1459.567896,1.538496,403727.000000,11684.000000
1462.813789,1.542178,402460.000000,11549.000000
1466.055425,1.546448,401052.000000,11396.000000
1469.292806,1.553362,399335.000000,11168.000000
1472.525930,1.536753,397326.000000,11545.000000
1475.754798,1.535573,395699.000000,11529.000000
1478.979410,1.526418,393830.000000,11719.000000
1482.199766,1.522716,391553.000000,11751.000000
1485.415866,1.515530,389192.000000,11875.000000
1489.697378,1.511523,386592.000000,11905.000000
1492.903547,1.493640,383773.000000,12315.000000
1496.105460,1.488152,380646.000000,12370.000000
1499.303116,1.477158,377552.000000,12584.000000
1502.496517,1.472649,375404.000000,12643.000000
1505.685661,1.470144,371858.000000,12596.000000
1508.870549,1.452674,368993.000000,13012.000000
1512.051181,1.445718,365725.000000,13105.000000
1515.227557,1.430055,362273.000000,13458.000000
1518.399677,1.417348,358179.000000,13701.000000
1522.622549,1.415497,354157.000000,13605.000000
1525.784738,1.393447,350480.000000,14165.000000
1528.942671,1.390054,346255.000000,14104.000000
1532.096347,1.368939,342381.000000,14641.000000
1535.245768,1.358255,338077.000000,14817.000000
1538.390932,1.358378,334863.000000,14672.000000
1541.531840,1.330256,330125.000000,15432.000000
1544.668493,1.325003,325057.000000,15380.000000
1547.800888,1.322325,320643.000000,15265.000000
1550.929028,1.297999,316424.000000,15932.000000
1555.093261,1.288983,309495.000000,15910.000000
1558.211470,1.270556,305009.000000,16359.000000
1561.325422,1.268695,299676.000000,16142.000000
1564.435119,1.266188,294721.000000,15967.000000
1567.540560,1.247712,289557.000000,16369.000000
1570.641744,1.237860,284567.000000,16456.000000
1573.738672,1.232860,279754.000000,16365.000000
1576.831344,1.219774,274419.000000,16544.000000
1579.919760,1.211141,268872.000000,16535.000000
1583.003920,1.199489,263606.000000,16652.000000
1586.083824,1.191012,257921.000000,16614.000000
1590.183742,1.188668,250804.000000,16243.000000
1593.253714,1.183763,245422.000000,16075.000000
1596.319431,1.184437,239381.000000,15655.000000
1599.380892,1.173560,234206.000000,15705.000000
1602.438096,1.173353,228743.000000,15346.000000
1605.491044,1.162995,223323.000000,15344.000000
1608.539736,1.157972,217518.000000,15119.000000
1611.584172,1.150301,212282.000000,15018.000000
1614.624352,1.142785,206389.000000,14856.000000
1617.660276,1.131394,201087.000000,14859.000000
1621.701554,1.131469,193528.000000,14298.000000
1624.727547,1.129899,188622.000000,13986.000000
1627.749283,1.116109,183537.000000,14048.000000
1630.766764,1.102301,177844.000000,14052.000000
1633.779989,1.107465,171736.000000,13409.000000
1636.788957,1.101393,167154.000000,13235.000000
1639.793669,1.089639,161732.000000,13157.000000
1642.794125,1.099322,155612.000000,12380.000000
1645.790325,1.110826,149386.000000,11574.000000
1648.782269,1.084446,142246.000000,11711.000000
1651.769957,1.104221,133974.000000,10539.000000
1655.746920,1.082543,121380.000000,10037.000000
1658.724676,1.063774,110432.000000,9535.000000
1661.698177,1.045817,99058.000000,8914.000000
1664.667421,1.048574,87253.000000,7802.000000
1667.632410,1.035571,74987.000000,6909.000000
1670.593142,1.032372,63846.000000,5926.000000
1673.549618,1.039494,54103.000000,4940.000000
1676.501838,1.031401,45375.000000,4221.000000
1679.449802,1.016180,38529.000000,3712.000000
1682.393510,1.045380,32827.000000,2957.000000
1686.311833,1.052667,26067.000000,2309.000000
1689.245610,1.010432,22330.000000,2180.000000
1692.175130,1.064050,19574.000000,1689.000000
1695.100395,1.124844,16743.000000,1256.000000
1698.021403,1.073765,14743.000000,1244.000000
1700.938155,1.122687,12694.000000,957.000000
