Method:,Column 1,,
1093.831959,1.300105,209194.000000,10482.000000
1097.526163,1.280044,210937.000000,11069.000000
1101.216112,1.304830,213258.000000,10570.000000
1104.901804,1.317454,215518.000000,10376.000000
1108.583240,1.326822,217607.000000,10253.000000
1112.260420,1.335940,219948.000000,10148.000000
1115.933344,1.353463,221873.000000,9832.000000
1120.823955,1.361789,225409.000000,9799.000000
1124.486948,1.385725,228069.000000,9383.000000
1128.145685,1.397507,230370.000000,9224.000000
1131.800165,1.412020,232879.000000,9018.000000
1135.450390,1.426808,235735.000000,8823.000000
1139.096358,1.447591,238069.000000,8494.000000
1142.738071,1.446661,241252.000000,8626.000000
1146.375527,1.452091,243862.000000,8611.000000
1150.008727,1.443632,245824.000000,8851.000000
1153.637671,1.454798,249063.000000,8740.000000
1158.469642,1.448693,252780.000000,8996.000000
1162.088655,1.459388,256260.000000,8898.000000
1165.703412,1.439710,259055.000000,9412.000000
1169.313912,1.447825,261978.000000,9342.000000
1172.920157,1.453060,264985.000000,9336.000000
1176.522145,1.458237,269426.000000,9380.000000
1180.119878,1.462140,272409.000000,9399.000000
1183.713354,1.481475,276023.000000,9109.000000
1187.302574,1.469951,280835.000000,9517.000000
1190.887538,1.458340,284660.000000,9908.000000
1194.468246,1.484119,289355.000000,9491.000000
1199.235902,1.456120,294470.000000,10302.000000
1202.806679,1.464328,298982.000000,10264.000000
1206.373200,1.446896,303505.000000,10846.000000
1209.935464,1.463763,307931.000000,10585.000000
1213.493473,1.455557,312016.000000,10930.000000
1217.047225,1.460607,316965.000000,10975.000000
1220.596721,1.454634,321210.000000,11276.000000
1224.141962,1.457727,325858.000000,11358.000000
1227.682946,1.450101,330391.000000,11720.000000
1231.219673,1.460359,334507.000000,11589.000000
1235.928690,1.453389,339691.000000,11959.000000
1239.455487,1.435885,343760.000000,12600.000000
1242.978028,1.444210,347020.000000,12478.000000
1246.496312,1.446931,350545.000000,12526.000000
1250.010341,1.460998,353991.000000,12246.000000
1253.520113,1.457357,356683.000000,12443.000000
1257.025629,1.455722,358341.000000,12548.000000
1260.526889,1.461424,360820.000000,12470.000000
1264.023894,1.449016,364183.000000,12951.000000
1267.516641,1.458415,367840.000000,12801.000000
1272.167018,1.452982,373653.000000,13167.000000
1275.649835,1.459979,377992.000000,13107.000000
1279.128396,1.460987,382454.000000,13231.000000
1282.602700,1.458717,386758.000000,13450.000000
1286.072749,1.461458,391232.000000,13520.000000
1289.538541,1.465893,395482.000000,13528.000000
1293.000078,1.473741,399181.000000,13410.000000
1296.457358,1.478364,402851.000000,13390.000000
1299.910382,1.478452,405972.000000,13491.000000
1303.359150,1.485832,409012.000000,13363.000000
1306.803662,1.484350,412072.000000,13509.000000
1311.389723,1.495496,415273.000000,13269.000000
1314.824304,1.500082,418670.000000,13237.000000
1318.254629,1.507285,421073.000000,13094.000000
1321.680698,1.508432,422767.000000,13112.000000
1325.102510,1.514111,424477.000000,12994.000000
1328.520066,1.515142,425846.000000,13005.000000
1331.933367,1.522391,427220.000000,12831.000000
1335.342411,1.518368,428460.000000,12988.000000
1338.747199,1.524637,429602.000000,12836.000000
1342.147731,1.516592,430095.000000,13091.000000
1346.675152,1.524014,430925.000000,12894.000000
1350.065753,1.520461,430662.000000,12992.000000
1353.452098,1.529697,430235.000000,12706.000000
1356.834187,1.517687,429864.000000,13051.000000
1360.212019,1.531295,430326.000000,12662.000000
1363.585596,1.520297,429141.000000,12951.000000
1366.954916,1.547971,428594.000000,12136.000000
1370.319980,1.528848,427739.000000,12657.000000
1373.680788,1.525722,426684.000000,12717.000000
1377.037340,1.533488,424716.000000,12434.000000
1380.389636,1.520499,423009.000000,12760.000000
1384.852743,1.515637,421250.000000,12850.000000
1388.195107,1.526357,419513.000000,12485.000000
1391.533216,1.530896,418386.000000,12322.000000
1394.867069,1.532081,416533.000000,12234.000000
1398.196665,1.535426,415362.000000,12106.000000
1401.522005,1.543952,414359.000000,11842.000000
1404.843090,1.531020,412901.000000,12157.000000
1408.159918,1.529265,412217.000000,12186.000000
1411.472490,1.530792,411361.000000,12118.000000
1414.780805,1.550543,411033.000000,11570.000000
1419.185272,1.538043,409830.000000,11873.000000
1422.483657,1.530982,409401.000000,12055.000000
1425.777786,1.556207,409230.000000,11370.000000
1429.067659,1.524884,409352.000000,12224.000000
1432.353275,1.530172,408571.000000,12053.000000
1435.634635,1.535619,408784.000000,11909.000000
1438.911740,1.555733,408388.000000,11359.000000
1442.184588,1.539284,408718.000000,11807.000000
1445.453180,1.522043,408114.000000,12267.000000
1448.717516,1.541875,407298.000000,11696.000000
1453.063343,1.545281,406083.000000,11570.000000
1456.317748,1.534943,404893.000000,11814.000000
1459.567896,1.546070,403727.000000,11482.000000
1462.813789,1.539442,402460.000000,11622.000000
1466.055425,1.542163,401052.000000,11509.000000
1469.292806,1.542304,399335.000000,11456.000000
1472.525930,1.523929,397326.000000,11891.000000
1475.754798,1.545595,395699.000000,11266.000000
1478.979410,1.557126,393830.000000,10919.000000
1482.199766,1.549940,391553.000000,11037.000000
1485.415866,1.535053,389192.000000,11353.000000
1489.697378,1.534982,386592.000000,11279.000000
1492.903547,1.553515,383773.000000,10729.000000
1496.105460,1.543613,380646.000000,10887.000000
1499.303116,1.547634,377552.000000,10699.000000
1502.496517,1.542727,375404.000000,10759.000000
1505.685661,1.553636,371858.000000,10393.000000
1508.870549,1.546491,368993.000000,10484.000000
1512.051181,1.553831,365725.000000,10217.000000
1515.227557,1.558298,362273.000000,10017.000000
1518.399677,1.538782,358179.000000,10359.000000
1522.622549,1.525450,354157.000000,10562.000000
1525.784738,1.531489,350480.000000,10308.000000
1528.942671,1.554914,346255.000000,9649.000000
1532.096347,1.547156,342381.000000,9713.000000
1535.245768,1.537037,338077.000000,9817.000000
1538.390932,1.524780,334863.000000,10002.000000
1541.531840,1.558874,330125.000000,9116.000000
1544.668493,1.550823,325057.000000,9144.000000
1547.800888,1.534421,320643.000000,9367.000000
1550.929028,1.537048,316424.000000,9188.000000
1555.093261,1.533478,309495.000000,9061.000000
1558.211470,1.531181,305009.000000,8977.000000
1561.325422,1.540541,299676.000000,8632.000000
1564.435119,1.536228,294721.000000,8574.000000
1567.540560,1.532878,289557.000000,8489.000000
1570.641744,1.510591,284567.000000,8782.000000
1573.738672,1.528065,279754.000000,8293.000000
1576.831344,1.516988,274419.000000,8345.000000
1579.919760,1.516686,268872.000000,8182.000000
1583.003920,1.508999,263606.000000,8165.000000
1586.083824,1.534807,257921.000000,7528.000000
1590.183742,1.511605,250804.000000,7722.000000
1593.253714,1.529875,245422.000000,7245.000000
1596.319431,1.526610,239381.000000,7120.000000
1599.380892,1.532641,234206.000000,6870.000000
1602.438096,1.541056,228743.000000,6581.000000
1605.491044,1.523962,223323.000000,6683.000000
1608.539736,1.520128,217518.000000,6567.000000
1611.584172,1.522433,212282.000000,6375.000000
1614.624352,1.507693,206389.000000,6412.000000
1617.660276,1.532606,201087.000000,5899.000000
1621.701554,1.496881,193528.000000,6164.000000
1624.727547,1.501514,188622.000000,5944.000000
1627.749283,1.537078,183537.000000,5329.000000
1630.766764,1.563224,177844.000000,4862.000000
1633.779989,1.546709,171736.000000,4877.000000
1636.788957,1.546240,167154.000000,4752.000000
1639.793669,1.494047,161732.000000,5185.000000
1642.794125,1.545052,155612.000000,4436.000000
1645.790325,1.517924,149386.000000,4533.000000
1648.782269,1.498864,142246.000000,4510.000000
1651.769957,1.501091,133974.000000,4226.000000
1655.746920,1.464115,121380.000000,4169.000000
1658.724676,1.516626,110432.000000,3361.000000
1661.698177,1.508468,99058.000000,3072.000000
1664.667421,1.466564,87253.000000,2980.000000
1667.632410,1.467425,74987.000000,2556.000000
1670.593142,1.427099,63846.000000,2388.000000
1673.549618,1.353010,54103.000000,2400.000000
1676.501838,1.458985,45375.000000,1577.000000
1679.449802,1.485417,38529.000000,1260.000000
1682.393510,1.476817,32827.000000,1095.000000
1686.311833,1.233676,26067.000000,1522.000000
1689.245610,1.238299,22330.000000,1290.000000
1692.175130,1.500691,19574.000000,618.000000
1695.100395,1.786083,16743.000000,274.000000
1698.021403,1.540197,14743.000000,425.000000
1700.938155,1.307718,12694.000000,625.000000
