Method:,Column 1,,
Host Date-Time:,23/6/21 @ 16:49:8,,
Header Version:,1,,
System Temp (C):,29.99,,
Detector Temp (C):,27.34,,
Humidity (%):,41.12,,
Lamp PD:,3762,,
Shift Vector Coefficients:,-9.227,0.0649514,-0.00011044,,
Pixel to Wavelength Coefficients:,1810.91,-0.916448,-0.000236451,,
Serial Number:,5360041,,
Scan Config Name:,Column 1,,
Scan Config Type:,Slew,,
Section 1,,
Start wavelength (nm):,900,,
End wavelength (nm):,1700,,
Pattern Pixel Width (nm):,   7.03,,,,
Exposure (ms):,  0.635,,,,
Digital Resolution:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time in sec:,  2.484,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
1515.227557,0.986629,362273.000000,37360.000000
1518.399677,0.977436,358179.000000,37728.000000
1522.622549,0.960510,354157.000000,38787.000000
1525.784738,0.947330,350480.000000,39567.000000
1528.942671,0.940343,346255.000000,39724.000000
1532.096347,0.928666,342381.000000,40350.000000
1535.245768,0.921389,338077.000000,40516.000000
1538.390932,0.908245,334863.000000,41364.000000
1541.531840,0.898324,330125.000000,41721.000000
1544.668493,0.887719,325057.000000,42096.000000
1547.800888,0.881018,320643.000000,42170.000000
1550.929028,0.872842,316424.000000,42406.000000
1555.093261,0.858358,309495.000000,42884.000000
1558.211470,0.855342,305009.000000,42557.000000
1561.325422,0.842296,299676.000000,43088.000000
1564.435119,0.836327,294721.000000,42962.000000
1567.540560,0.824555,289557.000000,43369.000000
1570.641744,0.822295,284567.000000,42844.000000
1573.738672,0.812612,279754.000000,43069.000000
1576.831344,0.809617,274419.000000,42540.000000
1579.919760,0.798082,268872.000000,42802.000000
1583.003920,0.798006,263606.000000,41971.000000
1586.083824,0.787555,257921.000000,42066.000000
1590.183742,0.780147,250804.000000,41609.000000
1593.253714,0.776019,245422.000000,41105.000000
1596.319431,0.768930,239381.000000,40753.000000
1599.380892,0.763270,234206.000000,40395.000000
1602.438096,0.756637,228743.000000,40060.000000
1605.491044,0.759576,223323.000000,38847.000000
1608.539736,0.748932,217518.000000,38776.000000
1611.584172,0.742480,212282.000000,38409.000000
1614.624352,0.739973,206389.000000,37559.000000
1617.660276,0.737465,201087.000000,36806.000000
1621.701554,0.730200,193528.000000,36020.000000
1624.727547,0.730236,188622.000000,35104.000000
1627.749283,0.724874,183537.000000,34582.000000
1630.766764,0.726085,177844.000000,33416.000000
1633.779989,0.722764,171736.000000,32516.000000
1636.788957,0.721100,167154.000000,31770.000000
1639.793669,0.712378,161732.000000,31363.000000
1642.794125,0.718717,155612.000000,29739.000000
1645.790325,0.710432,149386.000000,29099.000000
1648.782269,0.704968,142246.000000,28059.000000
1651.769957,0.699648,133974.000000,26753.000000
1655.746920,0.688105,121380.000000,24891.000000
1658.724676,0.683487,110432.000000,22888.000000
1661.698177,0.667836,99058.000000,21284.000000
1664.667421,0.666576,87253.000000,18802.000000
1667.632410,0.648025,74987.000000,16864.000000
1670.593142,0.640483,63846.000000,14610.000000
1673.549618,0.630822,54103.000000,12659.000000
1676.501838,0.631265,45375.000000,10606.000000
1679.449802,0.649324,38529.000000,8639.000000
1682.393510,0.642562,32827.000000,7476.000000
1686.311833,0.677945,26067.000000,5472.000000
1689.245610,0.654196,22330.000000,4951.000000
1692.175130,0.700170,19574.000000,3904.000000
1695.100395,0.665845,16743.000000,3614.000000
1698.021403,0.698764,14743.000000,2950.000000
1700.938155,0.667277,12694.000000,2731.000000
