Method:,Column 1,,
1220.596721,0.526281,321210.000000,95611.000000
1224.141962,0.523049,325858.000000,97719.000000
1227.682946,0.522836,330391.000000,99127.000000
1231.219673,0.522097,334507.000000,100533.000000
1235.928690,0.519442,339691.000000,102717.000000
1239.455487,0.517684,343760.000000,104369.000000
1242.978028,0.516251,347020.000000,105707.000000
1246.496312,0.516490,350545.000000,106722.000000
1250.010341,0.517547,353991.000000,107509.000000
1253.520113,0.515638,356683.000000,108804.000000
1257.025629,0.515963,358341.000000,109228.000000
1260.526889,0.517143,360820.000000,109685.000000
1264.023894,0.520757,364183.000000,109790.000000
1267.516641,0.521213,367840.000000,110776.000000
1272.167018,0.525104,373653.000000,111523.000000
1275.649835,0.526770,377992.000000,112386.000000
1279.128396,0.531917,382454.000000,112373.000000
1282.602700,0.534495,386758.000000,112965.000000
1286.072749,0.541012,391232.000000,112570.000000
1289.538541,0.544733,395482.000000,112822.000000
1293.000078,0.551049,399181.000000,112233.000000
1296.457358,0.558470,402851.000000,111346.000000
1299.910382,0.568412,405972.000000,109669.000000
1303.359150,0.575658,409012.000000,108662.000000
1306.803662,0.585220,412072.000000,107091.000000
1311.389723,0.598686,415273.000000,104628.000000
1314.824304,0.611983,418670.000000,102303.000000
1318.254629,0.624775,421073.000000,99904.000000
1321.680698,0.637284,422767.000000,97458.000000
1325.102510,0.651165,424477.000000,94774.000000
1328.520066,0.665564,425846.000000,91979.000000
1331.933367,0.681535,427220.000000,88944.000000
1335.342411,0.694618,428460.000000,86555.000000
1338.747199,0.709765,429602.000000,83811.000000
1342.147731,0.723559,430095.000000,81284.000000
1346.675152,0.742474,430925.000000,77970.000000
1350.065753,0.755293,430662.000000,75656.000000
1353.452098,0.771950,430235.000000,72737.000000
1356.834187,0.784403,429864.000000,70620.000000
1360.212019,0.799498,430326.000000,68281.000000
1363.585596,0.813234,429141.000000,65973.000000
1366.954916,0.836166,428594.000000,62500.000000
1370.319980,0.862578,427739.000000,58695.000000
1373.680788,0.893726,426684.000000,54498.000000
1377.037340,0.925324,424716.000000,50440.000000
1380.389636,0.966319,423009.000000,45712.000000
1384.852743,1.022545,421250.000000,39994.000000
1388.195107,1.061811,419513.000000,36386.000000
1391.533216,1.108853,418386.000000,32563.000000
1394.867069,1.146352,416533.000000,29737.000000
1398.196665,1.184705,415362.000000,27147.000000
1401.522005,1.216097,414359.000000,25193.000000
1404.843090,1.251990,412901.000000,23113.000000
1408.159918,1.263388,412217.000000,22477.000000
1411.472490,1.280313,411361.000000,21573.000000
1414.780805,1.296859,411033.000000,20750.000000
1419.185272,1.306586,409830.000000,20231.000000
1422.483657,1.324213,409401.000000,19406.000000
1425.777786,1.321310,409230.000000,19528.000000
1429.067659,1.342071,409352.000000,18622.000000
1432.353275,1.345978,408571.000000,18420.000000
1435.634635,1.340559,408784.000000,18661.000000
1438.911740,1.358390,408388.000000,17893.000000
1442.184588,1.351734,408718.000000,18184.000000
1445.453180,1.347382,408114.000000,18340.000000
1448.717516,1.348198,407298.000000,18269.000000
1453.063343,1.355301,406083.000000,17919.000000
1456.317748,1.353905,404893.000000,17924.000000
1459.567896,1.361786,403727.000000,17551.000000
1462.813789,1.354864,402460.000000,17777.000000
1466.055425,1.356161,401052.000000,17662.000000
1469.292806,1.356343,399335.000000,17579.000000
1472.525930,1.355142,397326.000000,17539.000000
1475.754798,1.364242,395699.000000,17105.000000
1478.979410,1.342844,393830.000000,17884.000000
1482.199766,1.355071,391553.000000,17287.000000
1485.415866,1.348518,389192.000000,17444.000000
1489.697378,1.338667,386592.000000,17725.000000
1492.903547,1.336641,383773.000000,17678.000000
1496.105460,1.322915,380646.000000,18097.000000
1499.303116,1.325193,377552.000000,17856.000000
1502.496517,1.312618,375404.000000,18276.000000
1505.685661,1.313467,371858.000000,18068.000000
1508.870549,1.316915,368993.000000,17787.000000
1512.051181,1.304757,365725.000000,18130.000000
1515.227557,1.297868,362273.000000,18246.000000
1518.399677,1.297214,358179.000000,18067.000000
1522.622549,1.283930,354157.000000,18419.000000
1525.784738,1.280885,350480.000000,18356.000000
1528.942671,1.263072,346255.000000,18894.000000
1532.096347,1.264693,342381.000000,18613.000000
1535.245768,1.252439,338077.000000,18905.000000
1538.390932,1.241634,334863.000000,19197.000000
1541.531840,1.239765,330125.000000,19007.000000
1544.668493,1.236142,325057.000000,18872.000000
1547.800888,1.223015,320643.000000,19187.000000
1550.929028,1.215095,316424.000000,19283.000000
1555.093261,1.206652,309495.000000,19231.000000
1558.211470,1.205239,305009.000000,19014.000000
1561.325422,1.187665,299676.000000,19453.000000
1564.435119,1.181296,294721.000000,19414.000000
1567.540560,1.183667,289557.000000,18970.000000
1570.641744,1.179703,284567.000000,18814.000000
1573.738672,1.167703,279754.000000,19014.000000
1576.831344,1.159752,274419.000000,18996.000000
1579.919760,1.157333,268872.000000,18716.000000
1583.003920,1.149323,263606.000000,18691.000000
1586.083824,1.140854,257921.000000,18648.000000
1590.183742,1.131647,250804.000000,18522.000000
1593.253714,1.136454,245422.000000,17925.000000
1596.319431,1.126528,239381.000000,17888.000000
1599.380892,1.113626,234206.000000,18029.000000
1602.438096,1.114477,228743.000000,17574.000000
1605.491044,1.118561,223323.000000,16997.000000
1608.539736,1.107174,217518.000000,16995.000000
1611.584172,1.106334,212282.000000,16618.000000
1614.624352,1.099208,206389.000000,16424.000000
1617.660276,1.091303,201087.000000,16296.000000
1621.701554,1.082841,193528.000000,15992.000000
1624.727547,1.079942,188622.000000,15691.000000
1627.749283,1.079856,183537.000000,15271.000000
1630.766764,1.070258,177844.000000,15128.000000
1633.779989,1.066806,171736.000000,14725.000000
1636.788957,1.074206,167154.000000,14090.000000
1639.793669,1.059885,161732.000000,14090.000000
1642.794125,1.069827,155612.000000,13250.000000
1645.790325,1.062678,149386.000000,12931.000000
1648.782269,1.059618,142246.000000,12400.000000
1651.769957,1.049507,133974.000000,11954.000000
1655.746920,1.061389,121380.000000,10538.000000
1658.724676,1.055563,110432.000000,9717.000000
1661.698177,1.068673,99058.000000,8457.000000
1664.667421,1.078947,87253.000000,7275.000000
1667.632410,1.062340,74987.000000,6496.000000
1670.593142,1.054702,63846.000000,5629.000000
1673.549618,1.061031,54103.000000,4701.000000
1676.501838,1.085574,45375.000000,3726.000000
1679.449802,1.053543,38529.000000,3406.000000
1682.393510,1.161163,32827.000000,2265.000000
1686.311833,1.112679,26067.000000,2011.000000
1689.245610,1.045261,22330.000000,2012.000000
1692.175130,1.026154,19574.000000,1843.000000
1695.100395,1.073999,16743.000000,1412.000000
1698.021403,1.053975,14743.000000,1302.000000
1700.938155,1.097561,12694.000000,1014.000000
