Method:,Column 1,,
1314.824304,0.594755,418670.000000,106443.000000
1318.254629,0.605274,421073.000000,104492.000000
1321.680698,0.618451,422767.000000,101777.000000
1325.102510,0.630800,424477.000000,99324.000000
1328.520066,0.640970,425846.000000,97338.000000
1331.933367,0.653788,427220.000000,94812.000000
1335.342411,0.668198,428460.000000,91984.000000
1338.747199,0.678366,429602.000000,90095.000000
1342.147731,0.692545,430095.000000,87301.000000
1346.675152,0.707119,430925.000000,84583.000000
1350.065753,0.716395,430662.000000,82745.000000
1353.452098,0.728228,430235.000000,80441.000000
1356.834187,0.742078,429864.000000,77849.000000
1360.212019,0.754822,430326.000000,75679.000000
1363.585596,0.768036,429141.000000,73209.000000
1366.954916,0.786948,428594.000000,70000.000000
1370.319980,0.807516,427739.000000,66629.000000
1373.680788,0.830566,426684.000000,63029.000000
1377.037340,0.862341,424716.000000,58312.000000
1380.389636,0.894511,423009.000000,53931.000000
1384.852743,0.946614,421250.000000,47635.000000
1388.195107,0.984996,419513.000000,43426.000000
1391.533216,1.027538,418386.000000,39268.000000
1394.867069,1.060425,416533.000000,36243.000000
1398.196665,1.092398,415362.000000,33576.000000
1401.522005,1.120530,414359.000000,31394.000000
1404.843090,1.144217,412901.000000,29623.000000
1408.159918,1.174642,412217.000000,27573.000000
1411.472490,1.188803,411361.000000,26633.000000
1414.780805,1.192059,411033.000000,26413.000000
1419.185272,1.207497,409830.000000,25416.000000
1422.483657,1.210369,409401.000000,25222.000000
1425.777786,1.222376,409230.000000,24524.000000
1429.067659,1.232338,409352.000000,23975.000000
1432.353275,1.235184,408571.000000,23773.000000
1435.634635,1.237369,408784.000000,23666.000000
1438.911740,1.240005,408388.000000,23500.000000
1442.184588,1.246029,408718.000000,23195.000000
1445.453180,1.248167,408114.000000,23047.000000
1448.717516,1.246921,407298.000000,23067.000000
1453.063343,1.253029,406083.000000,22677.000000
1456.317748,1.253289,404893.000000,22597.000000
1459.567896,1.248343,403727.000000,22790.000000
1462.813789,1.253777,402460.000000,22436.000000
1466.055425,1.248267,401052.000000,22643.000000
1469.292806,1.250489,399335.000000,22431.000000
1472.525930,1.250317,397326.000000,22327.000000
1475.754798,1.240727,395699.000000,22732.000000
1478.979410,1.241854,393830.000000,22566.000000
1482.199766,1.238644,391553.000000,22602.000000
1485.415866,1.226740,389192.000000,23090.000000
1489.697378,1.235862,386592.000000,22459.000000
1492.903547,1.230485,383773.000000,22573.000000
1496.105460,1.228860,380646.000000,22473.000000
1499.303116,1.223214,377552.000000,22582.000000
1502.496517,1.214758,375404.000000,22895.000000
1505.685661,1.216153,371858.000000,22606.000000
1508.870549,1.196524,368993.000000,23469.000000
1512.051181,1.200804,365725.000000,23033.000000
1515.227557,1.200549,362273.000000,22829.000000
1518.399677,1.184550,358179.000000,23418.000000
1522.622549,1.177537,354157.000000,23532.000000
1525.784738,1.175577,350480.000000,23393.000000
1528.942671,1.169809,346255.000000,23420.000000
1532.096347,1.159743,342381.000000,23701.000000
1535.245768,1.155276,338077.000000,23645.000000
1538.390932,1.158276,334863.000000,23259.000000
1541.531840,1.151136,330125.000000,23310.000000
1544.668493,1.137211,325057.000000,23700.000000
1547.800888,1.129044,320643.000000,23822.000000
1550.929028,1.128076,316424.000000,23561.000000
1555.093261,1.120344,309495.000000,23459.000000
1558.211470,1.109473,305009.000000,23705.000000
1561.325422,1.103299,299676.000000,23624.000000
1564.435119,1.100010,294721.000000,23410.000000
1567.540560,1.090278,289557.000000,23521.000000
1570.641744,1.091099,284567.000000,23072.000000
1573.738672,1.085691,279754.000000,22966.000000
1576.831344,1.079414,274419.000000,22856.000000
1579.919760,1.081981,268872.000000,22262.000000
1583.003920,1.065983,263606.000000,22645.000000
1586.083824,1.070547,257921.000000,21925.000000
1590.183742,1.057386,250804.000000,21976.000000
1593.253714,1.057920,245422.000000,21478.000000
1596.319431,1.046813,239381.000000,21492.000000
1599.380892,1.045748,234206.000000,21079.000000
1602.438096,1.047192,228743.000000,20519.000000
1605.491044,1.044141,223323.000000,20174.000000
1608.539736,1.027397,217518.000000,20422.000000
1611.584172,1.032756,212282.000000,19686.000000
1614.624352,1.026527,206389.000000,19416.000000
1617.660276,1.011460,201087.000000,19585.000000
1621.701554,1.016508,193528.000000,18631.000000
1624.727547,1.015044,188622.000000,18220.000000
1627.749283,1.025276,183537.000000,17316.000000
1630.766764,1.011466,177844.000000,17321.000000
1633.779989,1.006923,171736.000000,16902.000000
1636.788957,1.008564,167154.000000,16389.000000
1639.793669,0.997943,161732.000000,16250.000000
1642.794125,1.001011,155612.000000,15525.000000
1645.790325,0.998914,149386.000000,14976.000000
1648.782269,0.990984,142246.000000,14523.000000
1651.769957,0.991952,133974.000000,13648.000000
1655.746920,0.989956,121380.000000,12422.000000
1658.724676,0.972909,110432.000000,11754.000000
1661.698177,0.958543,99058.000000,10898.000000
1664.667421,0.968578,87253.000000,9380.000000
1667.632410,0.982168,74987.000000,7813.000000
1670.593142,0.963524,63846.000000,6944.000000
1673.549618,0.950892,54103.000000,6058.000000
1676.501838,0.965293,45375.000000,4915.000000
1679.449802,0.955258,38529.000000,4271.000000
1682.393510,1.002481,32827.000000,3264.000000
1686.311833,1.021289,26067.000000,2482.000000
1689.245610,1.016450,22330.000000,2150.000000
1692.175130,0.985040,19574.000000,2026.000000
1695.100395,1.051814,16743.000000,1486.000000
1698.021403,1.035047,14743.000000,1360.000000
1700.938155,1.058667,12694.000000,1109.000000
