Method:,Column 1,,
1303.359150,1.582596,409012.000000,10694.000000
1306.803662,1.591145,412072.000000,10564.000000
1311.389723,1.597393,415273.000000,10494.000000
1314.824304,1.601801,418670.000000,10473.000000
1318.254629,1.618234,421073.000000,10142.000000
1321.680698,1.621479,422767.000000,10107.000000
1325.102510,1.613838,424477.000000,10328.000000
1328.520066,1.629122,425846.000000,10003.000000
1331.933367,1.614873,427220.000000,10370.000000
1335.342411,1.634480,428460.000000,9941.000000
1338.747199,1.629218,429602.000000,10089.000000
1342.147731,1.641055,430095.000000,9829.000000
1346.675152,1.637802,430925.000000,9922.000000
1350.065753,1.650510,430662.000000,9630.000000
1353.452098,1.643056,430235.000000,9787.000000
1356.834187,1.658083,429864.000000,9446.000000
1360.212019,1.644303,430326.000000,9761.000000
1363.585596,1.653963,429141.000000,9520.000000
1366.954916,1.657258,428594.000000,9436.000000
1370.319980,1.664474,427739.000000,9262.000000
1373.680788,1.668875,426684.000000,9146.000000
1377.037340,1.659896,424716.000000,9294.000000
1380.389636,1.655817,423009.000000,9344.000000
1384.852743,1.649568,421250.000000,9440.000000
1388.195107,1.661135,419513.000000,9154.000000
1391.533216,1.650116,418386.000000,9364.000000
1394.867069,1.656334,416533.000000,9190.000000
1398.196665,1.664136,415362.000000,9001.000000
1401.522005,1.668036,414359.000000,8899.000000
1404.843090,1.650221,412901.000000,9239.000000
1408.159918,1.656753,412217.000000,9086.000000
1411.472490,1.684702,411361.000000,8502.000000
1414.780805,1.654406,411033.000000,9109.000000
1419.185272,1.713879,409830.000000,7920.000000
1422.483657,1.680335,409401.000000,8547.000000
1425.777786,1.665761,409230.000000,8835.000000
1429.067659,1.669246,409352.000000,8767.000000
1432.353275,1.667032,408571.000000,8795.000000
1435.634635,1.672324,408784.000000,8693.000000
1438.911740,1.651936,408388.000000,9102.000000
1442.184588,1.675866,408718.000000,8621.000000
1445.453180,1.670664,408114.000000,8712.000000
1448.717516,1.661989,407298.000000,8870.000000
1453.063343,1.659957,406083.000000,8885.000000
1456.317748,1.664489,404893.000000,8767.000000
1459.567896,1.655869,403727.000000,8917.000000
1462.813789,1.659451,402460.000000,8816.000000
1466.055425,1.667442,401052.000000,8625.000000
1469.292806,1.673198,399335.000000,8475.000000
1472.525930,1.669473,397326.000000,8505.000000
1475.754798,1.671383,395699.000000,8433.000000
1478.979410,1.675238,393830.000000,8319.000000
1482.199766,1.665523,391553.000000,8458.000000
1485.415866,1.674659,389192.000000,8232.000000
1489.697378,1.675137,386592.000000,8168.000000
1492.903547,1.686942,383773.000000,7891.000000
1496.105460,1.681906,380646.000000,7918.000000
1499.303116,1.703482,377552.000000,7473.000000
1502.496517,1.695690,375404.000000,7565.000000
1505.685661,1.665824,371858.000000,8027.000000
1508.870549,1.677212,368993.000000,7759.000000
1512.051181,1.683371,365725.000000,7582.000000
1515.227557,1.682587,362273.000000,7524.000000
1518.399677,1.669078,358179.000000,7674.000000
1522.622549,1.653773,354157.000000,7860.000000
1525.784738,1.699565,350480.000000,7000.000000
1528.942671,1.670164,346255.000000,7400.000000
1532.096347,1.679657,342381.000000,7159.000000
1535.245768,1.692122,338077.000000,6869.000000
1538.390932,1.673242,334863.000000,7106.000000
1541.531840,1.685659,330125.000000,6808.000000
1544.668493,1.675572,325057.000000,6861.000000
1547.800888,1.669698,320643.000000,6860.000000
1550.929028,1.666230,316424.000000,6824.000000
1555.093261,1.678476,309495.000000,6489.000000
1558.211470,1.689546,305009.000000,6234.000000
1561.325422,1.662671,299676.000000,6516.000000
1564.435119,1.665954,294721.000000,6360.000000
1567.540560,1.695991,289557.000000,5831.000000
1570.641744,1.685546,284567.000000,5870.000000
1573.738672,1.704130,279754.000000,5529.000000
1576.831344,1.665359,274419.000000,5930.000000
1579.919760,1.671239,268872.000000,5732.000000
1583.003920,1.669061,263606.000000,5648.000000
1586.083824,1.663299,257921.000000,5600.000000
1590.183742,1.687190,250804.000000,5154.000000
1593.253714,1.685591,245422.000000,5062.000000
1596.319431,1.697216,239381.000000,4807.000000
1599.380892,1.671672,234206.000000,4988.000000
1602.438096,1.671462,228743.000000,4874.000000
1605.491044,1.699501,223323.000000,4461.000000
1608.539736,1.704128,217518.000000,4299.000000
1611.584172,1.701395,212282.000000,4222.000000
1614.624352,1.717980,206389.000000,3951.000000
1617.660276,1.680963,201087.000000,4192.000000
1621.701554,1.713988,193528.000000,3739.000000
1624.727547,1.729914,188622.000000,3513.000000
1627.749283,1.696697,183537.000000,3690.000000
1630.766764,1.776698,177844.000000,2974.000000
1633.779989,1.734899,171736.000000,3162.000000
1636.788957,1.702371,167154.000000,3317.000000
1639.793669,1.767730,161732.000000,2761.000000
1642.794125,1.711749,155612.000000,3022.000000
1645.790325,1.703165,149386.000000,2959.000000
1648.782269,1.703253,142246.000000,2817.000000
1651.769957,1.767185,133974.000000,2290.000000
1655.746920,1.638854,121380.000000,2788.000000
1658.724676,1.694206,110432.000000,2233.000000
1661.698177,1.797507,99058.000000,1579.000000
1664.667421,1.747934,87253.000000,1559.000000
1667.632410,1.647614,74987.000000,1688.000000
1670.593142,1.606752,63846.000000,1579.000000
1673.549618,1.623305,54103.000000,1288.000000
1676.501838,1.598770,45375.000000,1143.000000
1679.449802,1.600811,38529.000000,966.000000
1682.393510,1.690805,32827.000000,669.000000
1686.311833,1.839750,26067.000000,377.000000
1689.245610,1.501933,22330.000000,703.000000
1692.175130,1.734172,19574.000000,361.000000
1695.100395,1.637246,16743.000000,386.000000
1698.021403,2.019367,14743.000000,141.000000
1700.938155,2.761176,12694.000000,22.000000
