Method:,Column 1,,
1239.455487,0.516807,343760.000000,104580.000000
1242.978028,0.516732,347020.000000,105590.000000
1246.496312,0.514837,350545.000000,107129.000000
1250.010341,0.514861,353991.000000,108176.000000
1253.520113,0.515043,356683.000000,108953.000000
1257.025629,0.516086,358341.000000,109197.000000
1260.526889,0.516668,360820.000000,109805.000000
1264.023894,0.517961,364183.000000,110499.000000
1267.516641,0.520680,367840.000000,110912.000000
1272.167018,0.522960,373653.000000,112075.000000
1275.649835,0.527420,377992.000000,112218.000000
1279.128396,0.530509,382454.000000,112738.000000
1282.602700,0.534138,386758.000000,113058.000000
1286.072749,0.539348,391232.000000,113002.000000
1289.538541,0.544348,395482.000000,112922.000000
1293.000078,0.552111,399181.000000,111959.000000
1296.457358,0.557037,402851.000000,111714.000000
1299.910382,0.566492,405972.000000,110155.000000
1303.359150,0.574270,409012.000000,109010.000000
1306.803662,0.584410,412072.000000,107291.000000
1311.389723,0.597409,415273.000000,104936.000000
1314.824304,0.611640,418670.000000,102384.000000
1318.254629,0.625453,421073.000000,99748.000000
1321.680698,0.635753,422767.000000,97802.000000
1325.102510,0.651454,424477.000000,94711.000000
1328.520066,0.664352,425846.000000,92236.000000
1331.933367,0.680964,427220.000000,89061.000000
1335.342411,0.695361,428460.000000,86407.000000
1338.747199,0.710751,429602.000000,83621.000000
1342.147731,0.723116,430095.000000,81367.000000
1346.675152,0.743673,430925.000000,77755.000000
1350.065753,0.757520,430662.000000,75269.000000
1353.452098,0.772094,430235.000000,72713.000000
1356.834187,0.786147,429864.000000,70337.000000
1360.212019,0.801289,430326.000000,68000.000000
1363.585596,0.819159,429141.000000,65079.000000
1366.954916,0.842543,428594.000000,61589.000000
1370.319980,0.864878,427739.000000,58385.000000
1373.680788,0.898018,426684.000000,53962.000000
1377.037340,0.933020,424716.000000,49554.000000
1380.389636,0.971904,423009.000000,45128.000000
1384.852743,1.037750,421250.000000,38618.000000
1388.195107,1.083092,419513.000000,34646.000000
1391.533216,1.130426,418386.000000,30985.000000
1394.867069,1.182026,416533.000000,27392.000000
1398.196665,1.225378,415362.000000,24720.000000
1401.522005,1.260988,414359.000000,22719.000000
1404.843090,1.297678,412901.000000,20805.000000
1408.159918,1.322139,412217.000000,19633.000000
1411.472490,1.348981,411361.000000,18418.000000
1414.780805,1.363530,411033.000000,17797.000000
1419.185272,1.371930,409830.000000,17405.000000
1422.483657,1.390839,409401.000000,16646.000000
1425.777786,1.399886,409230.000000,16296.000000
1429.067659,1.405676,409352.000000,16085.000000
1432.353275,1.407501,408571.000000,15987.000000
1435.634635,1.418314,408784.000000,15602.000000
1438.911740,1.432355,408388.000000,15091.000000
1442.184588,1.419973,408718.000000,15540.000000
1445.453180,1.426886,408114.000000,15272.000000
1448.717516,1.432491,407298.000000,15046.000000
1453.063343,1.438236,406083.000000,14804.000000
1456.317748,1.459664,404893.000000,14050.000000
1459.567896,1.435122,403727.000000,14824.000000
1462.813789,1.430401,402460.000000,14939.000000
1466.055425,1.427602,401052.000000,14983.000000
1469.292806,1.428384,399335.000000,14892.000000
1472.525930,1.414569,397326.000000,15296.000000
1475.754798,1.427984,395699.000000,14770.000000
1478.979410,1.420232,393830.000000,14965.000000
1482.199766,1.422235,391553.000000,14810.000000
1485.415866,1.406069,389192.000000,15279.000000
1489.697378,1.405752,386592.000000,15188.000000
1492.903547,1.410539,383773.000000,14912.000000
1496.105460,1.388177,380646.000000,15572.000000
1499.303116,1.378622,377552.000000,15789.000000
1502.496517,1.384167,375404.000000,15500.000000
1505.685661,1.370924,371858.000000,15829.000000
1508.870549,1.374813,368993.000000,15567.000000
1512.051181,1.363125,365725.000000,15850.000000
1515.227557,1.356738,362273.000000,15933.000000
1518.399677,1.341274,358179.000000,16324.000000
1522.622549,1.340164,354157.000000,16182.000000
1525.784738,1.331438,350480.000000,16339.000000
1528.942671,1.313803,346255.000000,16811.000000
1532.096347,1.312574,342381.000000,16670.000000
1535.245768,1.302854,338077.000000,16833.000000
1538.390932,1.280021,334863.000000,17573.000000
1541.531840,1.284718,330125.000000,17138.000000
1544.668493,1.278177,325057.000000,17131.000000
1547.800888,1.266097,320643.000000,17375.000000
1550.929028,1.256042,316424.000000,17548.000000
1555.093261,1.236202,309495.000000,17966.000000
1558.211470,1.235579,305009.000000,17731.000000
1561.325422,1.231979,299676.000000,17566.000000
1564.435119,1.217068,294721.000000,17879.000000
1567.540560,1.218398,289557.000000,17512.000000
1570.641744,1.200532,284567.000000,17933.000000
1573.738672,1.215358,279754.000000,17038.000000
1576.831344,1.198364,274419.000000,17380.000000
1579.919760,1.184700,268872.000000,17573.000000
1583.003920,1.185730,263606.000000,17188.000000
1586.083824,1.174421,257921.000000,17261.000000
1590.183742,1.166694,250804.000000,17086.000000
1593.253714,1.155194,245422.000000,17168.000000
1596.319431,1.167515,239381.000000,16277.000000
1599.380892,1.146466,234206.000000,16716.000000
1602.438096,1.147427,228743.000000,16290.000000
1605.491044,1.132055,223323.000000,16477.000000
1608.539736,1.125974,217518.000000,16275.000000
1611.584172,1.140663,212282.000000,15355.000000
1614.624352,1.115453,206389.000000,15821.000000
1617.660276,1.110009,201087.000000,15609.000000
1621.701554,1.107479,193528.000000,15110.000000
1624.727547,1.108837,188622.000000,14681.000000
1627.749283,1.114597,183537.000000,14097.000000
1630.766764,1.098915,177844.000000,14162.000000
1633.779989,1.102058,171736.000000,13577.000000
1636.788957,1.110143,167154.000000,12971.000000
1639.793669,1.085434,161732.000000,13285.000000
1642.794125,1.091741,155612.000000,12598.000000
1645.790325,1.093900,149386.000000,12034.000000
1648.782269,1.073750,142246.000000,12003.000000
1651.769957,1.073251,133974.000000,11318.000000
1655.746920,1.056553,121380.000000,10656.000000
1658.724676,1.041404,110432.000000,10039.000000
1661.698177,1.056620,99058.000000,8695.000000
1664.667421,1.017226,87253.000000,8386.000000
1667.632410,1.015127,74987.000000,7242.000000
1670.593142,1.013443,63846.000000,6190.000000
1673.549618,1.000747,54103.000000,5401.000000
1676.501838,1.014550,45375.000000,4388.000000
1679.449802,0.984054,38529.000000,3997.000000
1682.393510,1.018334,32827.000000,3147.000000
1686.311833,1.025156,26067.000000,2460.000000
1689.245610,1.057298,22330.000000,1957.000000
1692.175130,1.134223,19574.000000,1437.000000
1695.100395,1.150482,16743.000000,1184.000000
1698.021403,0.972410,14743.000000,1571.000000
1700.938155,1.089919,12694.000000,1032.000000
