Method:,Column 1,,
1576.831344,0.786003,274419.000000,44917.000000
1579.919760,0.783436,268872.000000,44270.000000
1583.003920,0.776950,263606.000000,44056.000000
1586.083824,0.770638,257921.000000,43737.000000
1590.183742,0.762415,250804.000000,43343.000000
1593.253714,0.760137,245422.000000,42636.000000
1596.319431,0.751355,239381.000000,42436.000000
1599.380892,0.748152,234206.000000,41826.000000
1602.438096,0.742988,228743.000000,41339.000000
1605.491044,0.738827,223323.000000,40748.000000
1608.539736,0.737121,217518.000000,39845.000000
1611.584172,0.732753,212282.000000,39279.000000
1614.624352,0.731374,206389.000000,38310.000000
1617.660276,0.722904,201087.000000,38061.000000
1621.701554,0.718460,193528.000000,37007.000000
1624.727547,0.721479,188622.000000,35819.000000
1627.749283,0.715998,183537.000000,35296.000000
1630.766764,0.716293,177844.000000,34178.000000
1633.779989,0.709817,171736.000000,33500.000000
1636.788957,0.701796,167154.000000,33214.000000
1639.793669,0.702047,161732.000000,32118.000000
1642.794125,0.705131,155612.000000,30684.000000
1645.790325,0.701700,149386.000000,29690.000000
1648.782269,0.697799,142246.000000,28526.000000
1651.769957,0.693635,133974.000000,27126.000000
1655.746920,0.679382,121380.000000,25396.000000
1658.724676,0.669594,110432.000000,23632.000000
1661.698177,0.657473,99058.000000,21798.000000
1664.667421,0.642430,87253.000000,19877.000000
1667.632410,0.640241,74987.000000,17169.000000
1670.593142,0.631889,63846.000000,14902.000000
1673.549618,0.620616,54103.000000,12960.000000
1676.501838,0.626865,45375.000000,10714.000000
1679.449802,0.621622,38529.000000,9208.000000
1682.393510,0.616903,32827.000000,7931.000000
1686.311833,0.622930,26067.000000,6211.000000
1689.245610,0.633052,22330.000000,5198.000000
1692.175130,0.682085,19574.000000,4070.000000
1695.100395,0.676428,16743.000000,3527.000000
1698.021403,0.624518,14743.000000,3500.000000
1700.938155,0.699792,12694.000000,2534.000000
