Method:,Column 1,,
1040.413994,0.296560,199967.000000,101018.000000
1044.169203,0.296215,199836.000000,101032.000000
1047.920156,0.296679,200123.000000,101069.000000
1051.666852,0.296818,199995.000000,100972.000000
1055.409293,0.296922,200001.000000,100951.000000
1059.147477,0.300434,200157.000000,100216.000000
1062.881406,0.300682,200769.000000,100465.000000
1066.611078,0.299651,200632.000000,100635.000000
1070.336494,0.304432,201345.000000,99887.000000
1074.057654,0.307028,201966.000000,99598.000000
1079.012580,0.309005,203069.000000,99687.000000
1082.723809,0.311255,204488.000000,99865.000000
1086.430782,0.313563,205553.000000,99853.000000
1090.133498,0.317742,207289.000000,99732.000000
1093.831959,0.321245,209194.000000,99840.000000
1097.526163,0.325144,210937.000000,99772.000000
1101.216112,0.328007,213258.000000,100207.000000
1104.901804,0.333801,215518.000000,99927.000000
1108.583240,0.336493,217607.000000,100272.000000
1112.260420,0.342915,219948.000000,99863.000000
1115.933344,0.346378,221873.000000,99937.000000
1120.823955,0.356718,225409.000000,99141.000000
1124.486948,0.369133,228069.000000,97484.000000
1128.145685,0.380621,230370.000000,95897.000000
1131.800165,0.395692,232879.000000,93635.000000
1135.450390,0.414937,235735.000000,90675.000000
1139.096358,0.433718,238069.000000,87697.000000
1142.738071,0.452945,241252.000000,85021.000000
1146.375527,0.471897,243862.000000,82271.000000
1150.008727,0.484419,245824.000000,80576.000000
1153.637671,0.495369,249063.000000,79605.000000
1158.469642,0.506884,252780.000000,78679.000000
1162.088655,0.513955,256260.000000,78474.000000
1165.703412,0.519015,259055.000000,78411.000000
1169.313912,0.522643,261978.000000,78636.000000
1172.920157,0.527208,264985.000000,78707.000000
1176.522145,0.534183,269426.000000,78751.000000
1180.119878,0.535904,272409.000000,79308.000000
1183.713354,0.538241,276023.000000,79929.000000
1187.302574,0.539329,280835.000000,81119.000000
1190.887538,0.543291,284660.000000,81477.000000
1194.468246,0.545272,289355.000000,82444.000000
1199.235902,0.542832,294470.000000,84374.000000
1202.806679,0.543085,298982.000000,85617.000000
1206.373200,0.542602,303505.000000,87009.000000
1209.935464,0.541652,307931.000000,88471.000000
1213.493473,0.539038,312016.000000,90186.000000
1217.047225,0.538419,316965.000000,91747.000000
1220.596721,0.536056,321210.000000,93483.000000
1224.141962,0.534510,325858.000000,95174.000000
1227.682946,0.534249,330391.000000,96556.000000
1231.219673,0.531490,334507.000000,98382.000000
1235.928690,0.530780,339691.000000,100070.000000
1239.455487,0.529918,343760.000000,101470.000000
1242.978028,0.528556,347020.000000,102754.000000
1246.496312,0.527452,350545.000000,104062.000000
1250.010341,0.528436,353991.000000,104847.000000
1253.520113,0.529574,356683.000000,105368.000000
1257.025629,0.529446,358341.000000,105889.000000
1260.526889,0.531137,360820.000000,106207.000000
1264.023894,0.532822,364183.000000,106782.000000
1267.516641,0.536381,367840.000000,106974.000000
1272.167018,0.539085,373653.000000,107990.000000
1275.649835,0.541001,377992.000000,108763.000000
1279.128396,0.546238,382454.000000,108728.000000
1282.602700,0.549905,386758.000000,109027.000000
1286.072749,0.555953,391232.000000,108763.000000
1289.538541,0.561653,395482.000000,108511.000000
1293.000078,0.568040,399181.000000,107927.000000
1296.457358,0.575298,402851.000000,107114.000000
1299.910382,0.582507,405972.000000,106167.000000
1303.359150,0.592732,409012.000000,104473.000000
1306.803662,0.602220,412072.000000,102980.000000
1311.389723,0.617089,415273.000000,100287.000000
1314.824304,0.629645,418670.000000,98226.000000
1318.254629,0.643432,421073.000000,95703.000000
1321.680698,0.657478,422767.000000,93030.000000
1325.102510,0.672604,424477.000000,90209.000000
1328.520066,0.689828,425846.000000,86981.000000
1331.933367,0.705174,427220.000000,84232.000000
1335.342411,0.717038,428460.000000,82200.000000
1338.747199,0.735027,429602.000000,79075.000000
1342.147731,0.749818,430095.000000,76515.000000
1346.675152,0.769167,430925.000000,73322.000000
1350.065753,0.781919,430662.000000,71157.000000
1353.452098,0.797369,430235.000000,68602.000000
1356.834187,0.808971,429864.000000,66736.000000
1360.212019,0.827984,430326.000000,63946.000000
1363.585596,0.847847,429141.000000,60919.000000
1366.954916,0.864148,428594.000000,58600.000000
1370.319980,0.896699,427739.000000,54260.000000
1373.680788,0.929610,426684.000000,50176.000000
1377.037340,0.965058,424716.000000,46030.000000
1380.389636,1.011063,423009.000000,41237.000000
1384.852743,1.069361,421250.000000,35907.000000
1388.195107,1.120687,419513.000000,31773.000000
1391.533216,1.171390,418386.000000,28196.000000
1394.867069,1.209649,416533.000000,25704.000000
1398.196665,1.260701,415362.000000,22789.000000
1401.522005,1.295013,414359.000000,21007.000000
1404.843090,1.326480,412901.000000,19470.000000
1408.159918,1.351253,412217.000000,18360.000000
1411.472490,1.356977,411361.000000,18082.000000
1414.780805,1.384067,411033.000000,16975.000000
1419.185272,1.396781,409830.000000,16437.000000
1422.483657,1.412010,409401.000000,15854.000000
1425.777786,1.416483,409230.000000,15685.000000
1429.067659,1.420032,409352.000000,15562.000000
1432.353275,1.436104,408571.000000,14968.000000
1435.634635,1.438774,408784.000000,14884.000000
1438.911740,1.441957,408388.000000,14761.000000
1442.184588,1.442249,408718.000000,14763.000000
1445.453180,1.444974,408114.000000,14649.000000
1448.717516,1.443097,407298.000000,14683.000000
1453.063343,1.449860,406083.000000,14413.000000
1456.317748,1.449974,404893.000000,14367.000000
1459.567896,1.442003,403727.000000,14591.000000
1462.813789,1.448992,402460.000000,14313.000000
1466.055425,1.442372,401052.000000,14482.000000
1469.292806,1.443881,399335.000000,14370.000000
1472.525930,1.443659,397326.000000,14305.000000
1475.754798,1.446394,395699.000000,14157.000000
1478.979410,1.419710,393830.000000,14983.000000
1482.199766,1.429420,391553.000000,14567.000000
1485.415866,1.413986,389192.000000,15003.000000
1489.697378,1.418549,386592.000000,14747.000000
1492.903547,1.416816,383773.000000,14698.000000
1496.105460,1.403071,380646.000000,15047.000000
1499.303116,1.398777,377552.000000,15073.000000
1502.496517,1.397684,375404.000000,15025.000000
1505.685661,1.397337,371858.000000,14895.000000
1508.870549,1.377556,368993.000000,15469.000000
1512.051181,1.368835,365725.000000,15643.000000
1515.227557,1.358815,362273.000000,15857.000000
1518.399677,1.354235,358179.000000,15844.000000
1522.622549,1.342100,354157.000000,16110.000000
1525.784738,1.330906,350480.000000,16359.000000
1528.942671,1.331762,346255.000000,16130.000000
1532.096347,1.323042,342381.000000,16273.000000
1535.245768,1.300051,338077.000000,16942.000000
1538.390932,1.297443,334863.000000,16882.000000
1541.531840,1.287107,330125.000000,17044.000000
1544.668493,1.287997,325057.000000,16748.000000
1547.800888,1.266422,320643.000000,17362.000000
1550.929028,1.268087,316424.000000,17068.000000
1555.093261,1.250954,309495.000000,17366.000000
1558.211470,1.248607,305009.000000,17207.000000
1561.325422,1.230326,299676.000000,17633.000000
1564.435119,1.235223,294721.000000,17147.000000
1567.540560,1.225298,289557.000000,17236.000000
1570.641744,1.222333,284567.000000,17055.000000
1573.738672,1.215077,279754.000000,17049.000000
1576.831344,1.202457,274419.000000,17217.000000
1579.919760,1.199889,268872.000000,16969.000000
1583.003920,1.188112,263606.000000,17094.000000
1586.083824,1.185274,257921.000000,16835.000000
1590.183742,1.162722,250804.000000,17243.000000
1593.253714,1.169204,245422.000000,16623.000000
1596.319431,1.158302,239381.000000,16626.000000
1599.380892,1.156319,234206.000000,16341.000000
1602.438096,1.144875,228743.000000,16386.000000
1605.491044,1.160258,223323.000000,15441.000000
1608.539736,1.146576,217518.000000,15521.000000
1611.584172,1.134541,212282.000000,15573.000000
1614.624352,1.134475,206389.000000,15143.000000
1617.660276,1.139686,201087.000000,14578.000000
1621.701554,1.122421,193528.000000,14599.000000
1624.727547,1.123059,188622.000000,14208.000000
1627.749283,1.127130,183537.000000,13696.000000
1630.766764,1.120639,177844.000000,13471.000000
1633.779989,1.103981,171736.000000,13517.000000
1636.788957,1.114822,167154.000000,12832.000000
1639.793669,1.098307,161732.000000,12897.000000
1642.794125,1.105327,155612.000000,12210.000000
1645.790325,1.096143,149386.000000,11972.000000
1648.782269,1.094918,142246.000000,11432.000000
1651.769957,1.095935,133974.000000,10742.000000
1655.746920,1.091373,121380.000000,9835.000000
1658.724676,1.085919,110432.000000,9061.000000
1661.698177,1.089124,99058.000000,8068.000000
1664.667421,1.053839,87253.000000,7708.000000
1667.632410,1.060672,74987.000000,6521.000000
1670.593142,1.050632,63846.000000,5682.000000
1673.549618,1.065208,54103.000000,4656.000000
1676.501838,1.050865,45375.000000,4036.000000
1679.449802,1.105062,38529.000000,3025.000000
1682.393510,1.138925,32827.000000,2384.000000
1686.311833,1.047618,26067.000000,2336.000000
1689.245610,1.131405,22330.000000,1650.000000
1692.175130,1.065854,19574.000000,1682.000000
1695.100395,0.986541,16743.000000,1727.000000
1698.021403,1.146983,14743.000000,1051.000000
1700.938155,1.294713,12694.000000,644.000000
