Method:,Column 1,,
1199.235902,0.367717,294470.000000,126277.000000
1202.806679,0.369199,298982.000000,127775.000000
1206.373200,0.369085,303505.000000,129742.000000
1209.935464,0.368044,307931.000000,131950.000000
1213.493473,0.366353,312016.000000,134222.000000
1217.047225,0.363787,316965.000000,137159.000000
1220.596721,0.360950,321210.000000,139907.000000
1224.141962,0.359338,325858.000000,142459.000000
1227.682946,0.356192,330391.000000,145491.000000
1231.219673,0.352468,334507.000000,148572.000000
1235.928690,0.350150,339691.000000,151682.000000
1239.455487,0.349576,343760.000000,153702.000000
1242.978028,0.347857,347020.000000,155775.000000
1246.496312,0.346510,350545.000000,157846.000000
1250.010341,0.346044,353991.000000,159569.000000
1253.520113,0.345500,356683.000000,160984.000000
1257.025629,0.346148,358341.000000,161491.000000
1260.526889,0.347117,360820.000000,162246.000000
1264.023894,0.347398,364183.000000,163652.000000
1267.516641,0.349319,367840.000000,164566.000000
1272.167018,0.350908,373653.000000,166556.000000
1275.649835,0.353727,377992.000000,167400.000000
1279.128396,0.355920,382454.000000,168523.000000
1282.602700,0.358677,386758.000000,169341.000000
1286.072749,0.362689,391232.000000,169725.000000
1289.538541,0.367105,395482.000000,169833.000000
1293.000078,0.370900,399181.000000,169930.000000
1296.457358,0.375926,402851.000000,169519.000000
1299.910382,0.381278,405972.000000,168740.000000
1303.359150,0.387244,409012.000000,167684.000000
1306.803662,0.395074,412072.000000,165920.000000
1311.389723,0.405023,415273.000000,163422.000000
1314.824304,0.414922,418670.000000,161046.000000
1318.254629,0.423778,421073.000000,158701.000000
1321.680698,0.434508,422767.000000,155451.000000
1325.102510,0.445674,424477.000000,152118.000000
1328.520066,0.455399,425846.000000,149229.000000
1331.933367,0.467308,427220.000000,145661.000000
1335.342411,0.478190,428460.000000,142469.000000
1338.747199,0.489983,429602.000000,139022.000000
1342.147731,0.499748,430095.000000,136087.000000
1346.675152,0.515925,430925.000000,131364.000000
1350.065753,0.525264,430662.000000,128491.000000
1353.452098,0.536851,430235.000000,124984.000000
1356.834187,0.546278,429864.000000,122195.000000
1360.212019,0.561603,430326.000000,118085.000000
1363.585596,0.576775,429141.000000,113717.000000
1366.954916,0.596252,428594.000000,108591.000000
1370.319980,0.618599,427739.000000,102939.000000
1373.680788,0.646331,426684.000000,96333.000000
1377.037340,0.680023,424716.000000,88731.000000
1380.389636,0.717784,423009.000000,81015.000000
1384.852743,0.772579,421250.000000,71115.000000
1388.195107,0.822021,419513.000000,63201.000000
1391.533216,0.868500,418386.000000,56634.000000
1394.867069,0.915130,416533.000000,50643.000000
1398.196665,0.955981,415362.000000,45967.000000
1401.522005,0.992538,414359.000000,42154.000000
1404.843090,1.029619,412901.000000,38568.000000
1408.159918,1.059077,412217.000000,35979.000000
1411.472490,1.077135,411361.000000,34442.000000
1414.780805,1.099037,411033.000000,32722.000000
1419.185272,1.115633,409830.000000,31403.000000
1422.483657,1.121110,409401.000000,30977.000000
1425.777786,1.126133,409230.000000,30608.000000
1429.067659,1.141539,409352.000000,29550.000000
1432.353275,1.150791,408571.000000,28872.000000
1435.634635,1.148782,408784.000000,29021.000000
1438.911740,1.153721,408388.000000,28665.000000
1442.184588,1.154921,408718.000000,28609.000000
1445.453180,1.156089,408114.000000,28490.000000
1448.717516,1.158080,407298.000000,28303.000000
1453.063343,1.154319,406083.000000,28464.000000
1456.317748,1.156599,404893.000000,28232.000000
1459.567896,1.154839,403727.000000,28265.000000
1462.813789,1.154936,402460.000000,28170.000000
1466.055425,1.139278,401052.000000,29102.000000
1469.292806,1.141357,399335.000000,28839.000000
1472.525930,1.132695,397326.000000,29272.000000
1475.754798,1.124974,395699.000000,29675.000000
1478.979410,1.116036,393830.000000,30149.000000
1482.199766,1.104296,391553.000000,30796.000000
1485.415866,1.100360,389192.000000,30889.000000
1489.697378,1.090047,386592.000000,31420.000000
1492.903547,1.079440,383773.000000,31962.000000
1496.105460,1.066878,380646.000000,32632.000000
1499.303116,1.056231,377552.000000,33170.000000
1502.496517,1.047475,375404.000000,33653.000000
1505.685661,1.035514,371858.000000,34266.000000
1508.870549,1.018359,368993.000000,35372.000000
1512.051181,1.009041,365725.000000,35819.000000
1515.227557,1.002975,362273.000000,35980.000000
1518.399677,0.993309,358179.000000,36374.000000
1522.622549,0.980806,354157.000000,37016.000000
1525.784738,0.969418,350480.000000,37605.000000
1528.942671,0.955597,346255.000000,38353.000000
1532.096347,0.947113,342381.000000,38672.000000
1535.245768,0.939882,338077.000000,38827.000000
1538.390932,0.929713,334863.000000,39369.000000
1541.531840,0.918817,330125.000000,39798.000000
1544.668493,0.903690,325057.000000,40576.000000
1547.800888,0.897539,320643.000000,40596.000000
1550.929028,0.889492,316424.000000,40811.000000
1555.093261,0.877182,309495.000000,41065.000000
1558.211470,0.868847,305009.000000,41254.000000
1561.325422,0.857767,299676.000000,41580.000000
1564.435119,0.850203,294721.000000,41611.000000
1567.540560,0.844954,289557.000000,41379.000000
1570.641744,0.835666,284567.000000,41545.000000
1573.738672,0.831279,279754.000000,41257.000000
1576.831344,0.822864,274419.000000,41262.000000
1579.919760,0.814996,268872.000000,41167.000000
1583.003920,0.812012,263606.000000,40639.000000
1586.083824,0.801263,257921.000000,40759.000000
1590.183742,0.797481,250804.000000,39981.000000
1593.253714,0.790707,245422.000000,39738.000000
1596.319431,0.783704,239381.000000,39390.000000
1599.380892,0.781270,234206.000000,38755.000000
1602.438096,0.772873,228743.000000,38590.000000
1605.491044,0.771959,223323.000000,37755.000000
1608.539736,0.766346,217518.000000,37252.000000
1611.584172,0.763041,212282.000000,36633.000000
1614.624352,0.758372,206389.000000,36001.000000
1617.660276,0.758287,201087.000000,35083.000000
1621.701554,0.755112,193528.000000,34012.000000
1624.727547,0.751469,188622.000000,33429.000000
1627.749283,0.743909,183537.000000,33099.000000
1630.766764,0.739937,177844.000000,32367.000000
1633.779989,0.739040,171736.000000,31320.000000
1636.788957,0.735130,167154.000000,30760.000000
1639.793669,0.733939,161732.000000,29844.000000
1642.794125,0.731611,155612.000000,28869.000000
1645.790325,0.727757,149386.000000,27961.000000
1648.782269,0.739003,142246.000000,25944.000000
1651.769957,0.725654,133974.000000,25198.000000
1655.746920,0.704026,121380.000000,23995.000000
1658.724676,0.694459,110432.000000,22317.000000
1661.698177,0.689937,99058.000000,20228.000000
1664.667421,0.681473,87253.000000,18168.000000
1667.632410,0.663492,74987.000000,16274.000000
1670.593142,0.655361,63846.000000,14118.000000
1673.549618,0.659760,54103.000000,11843.000000
1676.501838,0.659780,45375.000000,9932.000000
1679.449802,0.644773,38529.000000,8730.000000
1682.393510,0.673310,32827.000000,6965.000000
1686.311833,0.671720,26067.000000,5551.000000
1689.245610,0.665032,22330.000000,4829.000000
1692.175130,0.694973,19574.000000,3951.000000
1695.100395,0.696848,16743.000000,3365.000000
1698.021403,0.705739,14743.000000,2903.000000
1700.938155,0.732900,12694.000000,2348.000000
