Method:,Column 1,,
1370.319980,1.562993,427739.000000,11700.000000
1373.680788,1.569862,426684.000000,11488.000000
1377.037340,1.579346,424716.000000,11188.000000
1380.389636,1.578569,423009.000000,11163.000000
1384.852743,1.582634,421250.000000,11013.000000
1388.195107,1.571361,419513.000000,11256.000000
1391.533216,1.580342,418386.000000,10996.000000
1394.867069,1.592300,416533.000000,10650.000000
1398.196665,1.575104,415362.000000,11049.000000
1401.522005,1.583109,414359.000000,10821.000000
1404.843090,1.580897,412901.000000,10838.000000
1408.159918,1.591092,412217.000000,10569.000000
1411.472490,1.569879,411361.000000,11075.000000
1414.780805,1.587630,411033.000000,10623.000000
1419.185272,1.588734,409830.000000,10565.000000
1422.483657,1.583659,409401.000000,10678.000000
1425.777786,1.601752,409230.000000,10238.000000
1429.067659,1.579639,409352.000000,10776.000000
1432.353275,1.569638,408571.000000,11006.000000
1435.634635,1.582638,408784.000000,10687.000000
1438.911740,1.571342,408388.000000,10958.000000
1442.184588,1.588583,408718.000000,10540.000000
1445.453180,1.595170,408114.000000,10366.000000
1448.717516,1.591420,407298.000000,10435.000000
1453.063343,1.586393,406083.000000,10525.000000
1456.317748,1.592610,404893.000000,10345.000000
1459.567896,1.591651,403727.000000,10338.000000
1462.813789,1.587189,402460.000000,10412.000000
1466.055425,1.583586,401052.000000,10462.000000
1469.292806,1.578827,399335.000000,10532.000000
1472.525930,1.590632,397326.000000,10198.000000
1475.754798,1.602916,395699.000000,9873.000000
1478.979410,1.606082,393830.000000,9755.000000
1482.199766,1.601786,391553.000000,9795.000000
1485.415866,1.598097,389192.000000,9819.000000
1489.697378,1.590260,386592.000000,9931.000000
1492.903547,1.608229,383773.000000,9459.000000
1496.105460,1.596129,380646.000000,9647.000000
1499.303116,1.601959,377552.000000,9441.000000
1502.496517,1.586475,375404.000000,9728.000000
1505.685661,1.570942,371858.000000,9987.000000
1508.870549,1.592460,368993.000000,9431.000000
1512.051181,1.588965,365725.000000,9423.000000
1515.227557,1.611406,362273.000000,8864.000000
1518.399677,1.593344,358179.000000,9136.000000
1522.622549,1.590441,354157.000000,9094.000000
1525.784738,1.604745,350480.000000,8708.000000
1528.942671,1.584190,346255.000000,9020.000000
1532.096347,1.589534,342381.000000,8810.000000
1535.245768,1.595427,338077.000000,8582.000000
1538.390932,1.599761,334863.000000,8416.000000
1541.531840,1.596784,330125.000000,8354.000000
1544.668493,1.587112,325057.000000,8411.000000
1547.800888,1.583660,320643.000000,8363.000000
1550.929028,1.581453,316424.000000,8295.000000
1555.093261,1.604727,309495.000000,7690.000000
1558.211470,1.569652,305009.000000,8216.000000
1561.325422,1.593843,299676.000000,7635.000000
1564.435119,1.566810,294721.000000,7991.000000
1567.540560,1.593031,289557.000000,7391.000000
1570.641744,1.601522,284567.000000,7123.000000
1573.738672,1.582562,279754.000000,7315.000000
1576.831344,1.588565,274419.000000,7077.000000
1579.919760,1.589314,268872.000000,6922.000000
1583.003920,1.582610,263606.000000,6892.000000
1586.083824,1.582247,257921.000000,6749.000000
1590.183742,1.604359,250804.000000,6237.000000
1593.253714,1.584413,245422.000000,6390.000000
1596.319431,1.577275,239381.000000,6336.000000
1599.380892,1.551306,234206.000000,6581.000000
1602.438096,1.610617,228743.000000,5607.000000
1605.491044,1.599971,223323.000000,5610.000000
1608.539736,1.577450,217518.000000,5755.000000
1611.584172,1.598559,212282.000000,5350.000000
1614.624352,1.563793,206389.000000,5635.000000
1617.660276,1.563179,201087.000000,5498.000000
1621.701554,1.574852,193528.000000,5151.000000
1624.727547,1.611327,188622.000000,4616.000000
1627.749283,1.595245,183537.000000,4661.000000
1630.766764,1.607278,177844.000000,4393.000000
1633.779989,1.554254,171736.000000,4793.000000
1636.788957,1.626740,167154.000000,3948.000000
1639.793669,1.568414,161732.000000,4369.000000
1642.794125,1.550767,155612.000000,4378.000000
1645.790325,1.547867,149386.000000,4231.000000
1648.782269,1.623225,142246.000000,3387.000000
1651.769957,1.585566,133974.000000,3479.000000
1655.746920,1.571863,121380.000000,3253.000000
1658.724676,1.608686,110432.000000,2719.000000
1661.698177,1.557664,99058.000000,2743.000000
1664.667421,1.507811,87253.000000,2710.000000
1667.632410,1.549470,74987.000000,2116.000000
1670.593142,1.497424,63846.000000,2031.000000
1673.549618,1.456989,54103.000000,1889.000000
1676.501838,1.432543,45375.000000,1676.000000
1679.449802,1.450655,38529.000000,1365.000000
1682.393510,1.628614,32827.000000,772.000000
1686.311833,1.768708,26067.000000,444.000000
1689.245610,1.682371,22330.000000,464.000000
1692.175130,1.462376,19574.000000,675.000000
1695.100395,1.423116,16743.000000,632.000000
1698.021403,1.411190,14743.000000,572.000000
1700.938155,1.388431,12694.000000,519.000000
